data/actor2/actor2.txt 
graph size:n1: 303617 n2:896302, m 3782463
load graph
exact:290064
sample:13553
start dp first
sumW:9232808 sumW:96266748 sumW:2157126323 sumW:36457241794 sumW:400225652544 sumW:2965488738019 sumW:15535491368964 sumW:59416898470161 sumW:169162609577029 sumW:362527210013921 sumW:588729551550393 sumW:727563566272182 sumW:685799554534891 sumW:493401027744876 sumW:270809778468318 sumW:113245848462022 sumW:36021711391465 sumW:8697479317489 sumW:1584766978987 sumW:214107296581 sumW:20578097712 sumW:1300854886 sumW:47907525 sumW:835690 sumW:5627 sumW:3 

2-2: 21958187
2-3: 59581594
2-4: 1045398429
2-5: 28448012649
2-6: 806214468624
2-7: 21801660807747
2-8: 548651387708872
2-9: 12770843887363240
2-10: 274949647462532512
2-11: 5485589865174180864
2-12: 101676229910548299776
2-13: 1755558193544605728768
2-14: 28314162347768266358784
2-15: 427725344426283191238656
2-16: 6068008614768058939998208
2-17: 81049158509320565688369152
2-18: 1021690365685513808129294336
2-19: 12182829878630642806891216896
2-20: 137710176663262089537667465216
2-21: 1478583698134364368980643151872
2-22: 15107937214881797243115954765824
2-23: 147166283375365250413013269217280
2-24: 1368895315831090222601005080510464
2-25: 12177537248328436452021448499789824
2-26: 103753206575091087499963125951627264
2-27: 847777876980323409343463420317401088
2-28: 6651964504664733154699013647723659264
2-29: 50178747120015268536368404146402885632
2-30: 364313331309989296462112246499526049792
2-31: 2548413816730435386852847419145492365312
2-32: 17192218764565382766432397813924600217600
2-33: 111960197027111714460676460775617368948736
2-34: 704441358282267884617562136072297207824384
2-35: 4285820560329867804740925487616523556093952
2-36: 25233056725977444158149990249338966688923648
2-37: 143870919264522939265323010974118418791268352
2-38: 794963185818770073370962871147107824844144640
2-39: 4259706307085150351756098073740636534310174720
2-40: 22148486314437472411577060177992829797281038336
2-41: 111814886221510361353598810337544158526627119104
2-42: 548394436632839635375298938545144963319224860672
2-43: 2614321648086824985488874127795048371551914164224
2-44: 12120516557667684526801484172658122068040248983552
2-45: 54675465129504326154941395285963459616449539080192
2-46: 240091291690000435369476270678911882766138774388736
2-47: 1026755445723594585273945453104074931192978806407168
2-48: 4278088691605952597441330608908324796263103199182848
2-49: 17374089744912424964382670666037839878952127935021056
2-50: 68800806759237299663505959292993053929512728319229952
2-51: 265758190972074990767325150958107101928276166046646272
2-52: 1001698656137061065677962398126806397562813055905038336
2-53: 3685479769955447275688005517215195160870029570112225280
2-54: 13240384278238009912424698986667910043291005521932320768
2-55: 46461593849223049840662186866540377052060491583091376128
2-56: 159296576141769070839372914558754350768845417295533572096
2-57: 533782434106795160402801671438094812659035256992068272128
2-58: 1748595508397766862387959894960079993884862433492872462336
2-59: 5601427776661128144820483744668637194691253647443278954496
2-60: 17551127462711950201925629473911630501609289422418789531648
2-61: 53804245250434860805992975985112390681598585455215885942784
2-62: 161412664176051317082111205396060886566891309567771987148800
2-63: 473989406506439676172870829106789843675348801346157991165952
2-64: 1362719181224972638707553279135489210969712573689552636477440
2-65: 3836577829154849503326795032192296051380475581362987725750272
2-66: 10579652335043487435907000498706724118852265282296028277506048
2-67: 28580848335528420702770645699179712269649026986376964090101760
2-68: 75655179651281988521084995046283790845785216405699355161395200
2-69: 196264872150787710492174541568346292074822286251633331312525312
2-70: 499073504355690533419112777175317410466226812170548446784126976
2-71: 1244169105878105507789151606530338460434038821357951305287467008
2-72: 3041302159976775840241220464673248712399593764179037346269757440
2-73: 7290792668342937911588722243103974781429515282382438244684922880
2-74: 17143214868843121380946756176805864317656117176220670524817145856
2-75: 39543681728184369327554581613172333061274453981339704381344317440
2-76: 89493594511250423621687260051082648170360482203683054052244979712
2-77: 198745513434697233027801918810230601259947552268887815022717173760
2-78: 433163295790884443419710928665107240747281084135981343183189573632
2-79: 926640463812190293285812171671411087436706484810933595652063494144
2-80: 1945944967036935827549932281386606446429019146059066627811451076608
2-81: 4012009982948479646493006196977836210882074769902853432361802006528
2-82: 8121873851458274676334257970068744563404670062955653355503416770560
2-83: 16145893776541736399518410319150918688865081649462681406812203253760
2-84: 31522935432598600345761509475514220204266078963176287210670810726400
2-85: 60449864366380049104896255650361779596566898210567134954284562513920
2-86: 113870674664423764998324388770732244439093732976391532571160920195072
2-87: 210726190946153494621299947100981712424429947153396113627524469096448
2-88: 383138528858635081189224307266496479520666279790594401037600128237568
2-89: 684483439018966373237975708166105425870491125607350678133821738582016
2-90: 1201648703824508346384505098759716486112045750778361268857771204280320
2-91: 2073174137073434856475138642097019734398422219661318891751980402737152
2-92: 3515382232061625366074261410756117520262587793718155675348792571330560
2-93: 5858970386319690846080868652552197690553182981520128648741620014907392
2-94: 9598738717473063769166716725221453984573081513294100236168013771964416
2-95: 15459021302241605896667019992509119435456795784153955315805556416970752
2-96: 24476783727814426764401562322333412507059555547925786307257003625414656
2-97: 38103034462053809564799222707996675694336962855532656543233699425026048
2-98: 58320971114463272433942939711071068114457480519923218325771298598289408
2-99: 87776007029850278421345469788481829399639729363161523203899519288737792
3-2: 158106258
3-3: 108224770
3-4: 935994808
3-5: 13538178959
3-6: 226858433605
3-7: 3937378464706
3-8: 66785768927741
3-9: 1078656406678350
3-10: 16422113710947154
3-11: 234834779580915520
3-12: 3150454181789585920
3-13: 39644753540037099520
3-14: 468143264646673268736
3-15: 5191922373381887885312
3-16: 54146307760980496482304
3-17: 531806927180873194274816
3-18: 4927360600809062329745408
3-19: 43144179794616618261151744
3-20: 357654015615913604346281984
3-21: 2811998653559699338682171392
3-22: 21005595539926636750100758528
3-23: 149330851316500501772120358912
3-24: 1011930372634751146490421313536
3-25: 6546257903652124950195576242176
3-26: 40485020496450819099081291333632
3-27: 239681796394194539207902489477120
3-28: 1360067773947521606881481383215104
3-29: 7405984027224372611378789102911488
3-30: 38742010874558653750821686528180224
3-31: 194899062147935598438630649701072896
3-32: 943820035767056467149395630695120896
3-33: 4403709821674922521271849874993709056
3-34: 19814031509005848705138251180753813504
3-35: 86040783842763716598477181383516094464
3-36: 360865705309035447450880489249715519488
3-37: 1462884888531537138458564516390604111872
3-38: 5735800443679050612353786980105180938240
3-39: 21765920177889618830409707227951702999040
3-40: 79987808669433243623321561418010950893568
3-41: 284829445065646613898672738260422976602112
3-42: 983326365866702216957891581418401425260544
3-43: 3292966507704061502852293821915717351505920
3-44: 10702060355963769959598467781457135418736640
3-45: 33770756738994206805691037824559033224265728
3-46: 103514281109229060598651541378204994992340992
3-47: 308339465675277372582457027943792952156880896
3-48: 892897682431032877916505640377341810007080960
3-49: 2514687246922135381410350906653137421924827136
3-50: 6890234642124944450167080555069446076506308608
3-51: 18373942622884826277941499968859673385926393856
3-52: 47701550685061998556203479416769157545521577984
3-53: 120603863307637812816632915907943040013184270336
3-54: 297042746060418322300722107492613817475044212736
3-55: 712902412500547774934894365550309095798766305280
3-56: 1667682128526979698558363537482065637723298856960
3-57: 3803485062537999937355160609565218414498915811328
3-58: 8459474609454609597784237163111127901411097968640
3-59: 18352757250939224396836765106064688886216677916672
3-60: 38846667666433939358183828877752793762692260167680
3-61: 80240655087997178716293387489233524743743196889088
3-62: 161775510410193675363896004719820438043604130201600
3-63: 318415284934896357534473812088616737137720222023680
3-64: 611954368430656836035684163103096722753302053257216
3-65: 1148591266510375520232426806331544681826781885366272
3-66: 2105750642932591287163051660214902063026781319856128
3-67: 3771493673435857451973778461843946652527733118074880
3-68: 6600113909800196003324560825037282518256601412927488
3-69: 11287151301866348227383857865107637457977787421818880
3-70: 18865667150471430443431048833379772433479807084265472
3-71: 30822780104554378937812527241193538960416750606221312
3-72: 49230829302411856813846448577403467547936915869138944
3-73: 76881021069154700126761862280996048960426125287227392
3-74: 117399397003600010838739796356309593692927189447606272
3-75: 175316432823974579160848828765870189637419250422382592
3-76: 256054263695630546927724688783283258675355098432929792
3-77: 365791805246829827832178771815917701352729675619631104
3-78: 511170599609390807791044867444378000467398902564257792
3-79: 698815503235883729525579280193561200440203651361800192
3-80: 934665735553623410889082446481073601729181084953870336
3-81: 1223142814407235001385764136926920759518541409079525376
3-82: 1566219457455124395448671601651210095165891640507236352
3-83: 1962491850290896818870582976973897500918641694777278464
3-84: 2406388816416758563701157864695279269578388922649542656
3-85: 2887666579691327180212319710766189268826723851519918080
3-86: 3391329355212274934202173181357967028776014325796044800
3-87: 3898079718629964442027554479546974168311073697251196928
3-88: 4385339683455261490704030268866992235234592512410648576
3-89: 4828800999757341291714921696431235495973084278588178432
3-90: 5204374410847967015041428146388307208438937328382115840
3-91: 5490329048805585333973992777677012613813671833928466432
3-92: 5669361517787704930920760539681746945022179746252849152
3-93: 5730322394322633263626488946147725024911336079884288000
3-94: 5669361517787037296916861658416431804042398617021972480
3-95: 5490329048804138453349844947330366344982871955493355520
3-96: 5204374410845505412399122077543613156528775917140443136
3-97: 4828800999753516517910730348101907165385551203891412992
3-98: 4385339683449593747600595117819546267773208981080637440
3-99: 3898079718621847346447022413439518830425396298335125504
4-2: 4523084877
4-3: 423879115
4-4: 1383062645
4-5: 9989460371
4-6: 89390578509
4-7: 886903619056
4-8: 9055229058907
4-9: 90310812436656
4-10: 854379471937976
4-11: 7560687752623912
4-12: 62249374099260008
4-13: 476376972386960064
4-14: 3392454409335647744
4-15: 22529155041031016448
4-16: 139868264367449522176
4-17: 813841652280287297536
4-18: 4449141689915949449216
4-19: 22905334054662954811392
4-20: 111290863648994559524864
4-21: 511343163710254467776512
4-22: 2225847349092490995040256
4-23: 9194865992132157346152448
4-24: 36102906647621764407885824
4-25: 134931392283920053424881664
4-26: 480659755662313228825788416
4-27: 1634004312942486209880391680
4-28: 5307094970047451036609675264
4-29: 16485819801660234576911400960
4-30: 49027911686600437500978659328
4-31: 139718710408779944458390077440
4-32: 381870126367176417572800167936
4-33: 1001781361537100088558955266048
4-34: 2524346981265887674351617048576
4-35: 6114273790318398450041209487360
4-36: 14244297944106040694485920251904
4-37: 31937376871941934222155955830784
4-38: 68954636328365162878111563382784
4-39: 143436992487459083723496652537856
4-40: 287610144009883330774843349008384
4-41: 556147198895667129645197621723136
4-42: 1037531241571412194418497935114240
4-43: 1868137032775992434788932972969984
4-44: 3247657394254550695506562191982592
4-45: 5452951168810937208781175286398976
4-46: 8845607264151889147631890207866880
4-47: 13866992872066710796316195931815936
4-48: 21014020722823044448526444762497024
4-49: 30790161090517050971882966732505088
4-50: 43629965920402351020239979806720000
4-51: 59801604699874605819780584408350720
4-52: 79299758472776316893180900719722496
4-53: 101748798438737537599271969176420352
4-54: 126340909037201438539367210381475840
4-55: 151833155995335867612446703969370112
4-56: 176619925905198133876232936763686912
4-57: 198883076535494806676123940663853056
4-58: 216804241728869013305214508824788992
4-59: 228806601775833871238228004053188608
4-60: 233782228378897742634205109785985024
4-61: 231259881362998175390324608636813312
4-62: 221478225351268581996400264364425216
4-63: 205348786780164662407795886184726528
4-64: 184316575242280482591400422593789952
4-65: 160147750802793758735361601221689344
4-66: 134687332809298783360533579872337920
4-67: 109632539413567948472266971045429248
4-68: 86359143512259826857930241446248448
4-69: 65822509875366620827992729896091648
4-70: 48536734952241370319300837788090368
4-71: 34619503837805240426697398901800960
4-72: 23880344704474620587968326455525376
4-73: 15927073972046688969192213663711232
4-74: 10268423993940792548673502901698560
4-75: 6397803673193141047088366768619520
4-76: 3851182210321082381781551942729728
4-77: 2239026989511031175770450172051456
4-78: 1256844633481390597681179516731392
4-79: 680932473001733506578880233734144
4-80: 355924198739779818566243430957056
4-81: 179415435622408049580943096152064
4-82: 87179605198950314345423058239488
4-83: 40814277906989629521300308361216
4-84: 18400310557352223051397696847872
4-85: 7983824794968874165438716575744
4-86: 3332028821160970527279549513728
4-87: 1336713302278987583317331673088
4-88: 515108460131993346902467805184
4-89: 190531452844005867260011872256
4-90: 67591892985641596670793744384
4-91: 22977793651854513049545211904
4-92: 7478331731724137040413982720
4-93: 2327817734634388969553395712
4-94: 692263275752775156739604480
4-95: 196455107410187394538799104
4-96: 53134168308935018856579072
4-97: 13677417310582957582319616
4-98: 3345813023768463886254080
4-99: 776522826464050020352000
5-2: 220876508647
5-3: 2951442225
5-4: 2886185940
5-5: 11077784343
5-6: 57228794930
5-7: 342241177617
5-8: 2241081431544
5-9: 15271002365573
5-10: 103938404015025
5-11: 687529514250654
5-12: 4347576194753740
5-13: 26038940654379108
5-14: 147011889276226816
5-15: 780813385268050944
5-16: 3899615687849055744
