data/actor2/actor2.txt 
graph size:n1: 303617 n2:896302, m 3782463
load graph
H:11
T:900000
maxE 4653, maxDuv 1590
start dp first v5
first dp time 5.000000
maxPlen 11

sumW 2:13249710 3:244310721 4:5503912186 5:98672013108 6:1384382142171 7:15685753021807 8:142550401539729 9:1020074740070818 10:5697786936326290 

second dp time 48.120000
2-2: 23017846
2-3: 60882745
2-4: 1057023208
2-5: 28605635353
2-6: 808120836507
2-7: 21819357785851
2-8: 548711611201026
2-9: 12768631289802106
2-10: 274880683306490176
3-2: 158903818
3-3: 109889325
3-4: 943847078
3-5: 13655252312
3-6: 228254731209
3-7: 3950722446622
3-8: 66871462182866
3-9: 1078474246140154
3-10: 16403206587492346
4-2: 4526736756
4-3: 426573378
4-4: 1387919535
4-5: 10102211399
4-6: 90789018995
4-7: 901791319885
4-8: 9203487841844
4-9: 91716255103962
4-10: 867037355339544
5-2: 220471472245
5-3: 2970690856
5-4: 2900815221
5-5: 11060657583
5-6: 57431858188
5-7: 345343948077
5-8: 2272459403204
5-9: 15547996052327
5-10: 106175104271036
6-2: 11166485279431
6-3: 31625992964
6-4: 8557510784
6-5: 15620148484
6-6: 48912005932
6-7: 182963248566
6-8: 765518944468
6-9: 3455326407073
6-10: 16206754732166
7-2: 519543159766636
7-3: 397080213345
7-4: 37120636976
7-5: 28699316603
7-6: 50119345281
7-7: 119958379710
7-8: 331260337125
7-9: 982028812653
7-10: 3057159346712
8-2: 21792506985463200
8-3: 5048391782681
8-4: 206356139486
8-5: 81876239637
8-6: 60552868558
8-7: 92748103756
8-8: 187848293899
8-9: 388561855500
8-10: 834161502697
9-2: 827050183775124992
9-3: 61307001947602
9-4: 1209641025563
9-5: 356793003254
9-6: 104162466417
9-7: 75710327588
9-8: 115108501081
9-9: 190412130656
9-10: 325061601804
10-2: 28617269197594656768
10-3: 696658178663600
10-4: 6761033129530
10-5: 1801599212082
10-6: 320235832480
10-7: 62081328491
10-8: 72330435902
10-9: 85383192197
10-10: 94962245936
ed
time:48297ms
