data/actor2/actor2.txt 
graph size:n1: 303617 n2:896302, m 3782463
load graph
H:11
T:2000000
maxE 4653, maxDuv 1590
start dp first v5
first dp time 2hop 4.890000
maxPlen 11

sumW 2:13249710 3:244310721 4:5503912186 5:98672013108 6:1384382142171 7:15685753021807 8:142550401539729 9:1020074740070818 10:5697786936326290 

second dp time 93.320000
2-2: 23017846
2-3: 60884360
2-4: 1057533116
2-5: 28635401864
2-6: 809204845244
2-7: 21849776860074
2-8: 549415364508016
2-9: 12782518890481904
2-10: 275119310334883456
3-2: 158995677
3-3: 109885624
3-4: 944128118
3-5: 13656742326
3-6: 228329279496
3-7: 3954084192402
3-8: 66964572871683
3-9: 1080427056286868
3-10: 16437370264824442
4-2: 4531412646
4-3: 426445033
4-4: 1386343188
4-5: 10076217927
4-6: 90444778628
4-7: 897131421610
4-8: 9142662372867
4-9: 90987832843952
4-10: 859171776458297
5-2: 220650702375
5-3: 2968079171
5-4: 2906229659
5-5: 11055758538
5-6: 57472677493
5-7: 345595870757
5-8: 2269879904999
5-9: 15479925597595
5-10: 105307649205022
6-2: 11165328437975
6-3: 31557239638
6-4: 8612730840
6-5: 15587985067
6-6: 49090575176
6-7: 184017714015
6-8: 768431326858
6-9: 3454745636789
6-10: 16125160644385
7-2: 518823075548551
7-3: 395345621905
7-4: 37508234773
7-5: 28648325578
7-6: 50224041854
7-7: 122030403506
7-8: 336424225278
7-9: 998937321153
7-10: 3121821689574
8-2: 21730082166696508
8-3: 5015829404695
8-4: 208858300260
8-5: 81779489580
8-6: 60246810356
8-7: 93372843602
8-8: 181747005061
8-9: 374974830109
8-10: 802797897677
9-2: 823360826528670336
9-3: 60830977856478
9-4: 1224292297554
9-5: 356538060811
9-6: 103123090519
9-7: 75356807449
9-8: 110502835694
9-9: 184122999082
9-10: 287915342944
10-2: 28441901797063606272
10-3: 690988165828954
10-4: 6836802006929
10-5: 1802025709206
10-6: 318158689869
10-7: 61331759414
10-8: 69124762178
10-9: 88632970464
10-10: 102560000299
ed
time:93509ms
