data/actor2/actor2.txt 
graph size:n1: 303617 n2:896302, m 3782463
load graph
H:11
T:1000000
maxE 4653, maxDuv 1590
start dp first v5
first dp time 4.990000
maxPlen 11

sumW 2:13249710 3:244310721 4:5503912186 5:98672013108 6:1384382142171 7:15685753021807 8:142550401539729 9:1020074740070818 10:5697786936326290 

second dp time 52.120000
2-2: 23017846
2-3: 60896246
2-4: 1057744906
2-5: 28649205969
2-6: 809762237625
2-7: 21867322421331
2-8: 549876195194924
2-9: 12792915259099732
2-10: 275324618508297760
3-2: 159391231
3-3: 109928884
3-4: 943469500
3-5: 13651102597
3-6: 228185740694
3-7: 3948580296513
3-8: 66799111561814
3-9: 1076491429339944
3-10: 16359177545757562
4-2: 4572087307
4-3: 426397403
4-4: 1388751959
4-5: 10092825842
4-6: 90451202103
4-7: 895039540904
4-8: 9097798531952
4-9: 90317849824046
4-10: 850909346804304
5-2: 223735893785
5-3: 2965402881
5-4: 2902816541
5-5: 11030079437
5-6: 57424832065
5-7: 345466278439
5-8: 2270680211519
5-9: 15507248120577
5-10: 105706882817984
6-2: 11365276955739
6-3: 31489330020
6-4: 8573008010
6-5: 15528228055
6-6: 48663608625
6-7: 183138289883
6-8: 768624053144
6-9: 3466856537829
6-10: 16199144912247
7-2: 529949470840512
7-3: 393805727852
7-4: 37232129354
7-5: 28478744135
7-6: 49683267009
7-7: 122167070246
7-8: 337181810153
7-9: 996263155282
7-10: 3088817639131
8-2: 22267618137388408
8-3: 4985600513912
8-4: 206602153755
8-5: 81343097494
8-6: 59990049119
8-7: 94859813390
8-8: 183033105040
8-9: 372497104457
8-10: 790841281658
9-2: 846233290485820800
9-3: 60319744143570
9-4: 1205878913895
9-5: 355348394217
9-6: 103660384210
9-7: 77614703432
9-8: 111705069269
9-9: 151989854565
9-10: 239920290794
10-2: 29310557349321719808
10-3: 683432482772605
10-4: 6702703822133
10-5: 1798117139938
10-6: 320442515936
10-7: 63931777607
10-8: 70027179130
10-9: 68797703061
10-10: 96861863818
ed
time:52293ms
