data/stackexchange-stackoverflow/stackoverflow.txt 
graph size:n1: 545195 n2:96678, m 1301942
load graph
maxDu:4917 maxDv:6119
H:11
T:10000000
start dp first
dp first 5.32s
maxPlen 11
sumW:18293548 sumW:373010588 sumW:5089254211 sumW:45588572624 sumW:299845643930 sumW:1630444635795 sumW:7614623568240 sumW:29473401463552 sumW:90547576987272 sumW:216529038598555 

2-2: 18293548
2-3: 874738397
2-4: 114909177511
2-5: 18709412272376
2-6: 3039918810294078
2-7: 455315259838608320
2-8: 61495384955353718784
2-9: 7479965992939413307392
2-10: 823668924581980923756544
3-2: 139352464
3-3: 123105368
3-4: 2140747060
3-5: 57708679917
3-6: 1749528185310
3-7: 53920545275353
3-8: 1608120545633806
3-9: 45216304439617424
3-10: 1183825110436708608
4-2: 15207958062
4-3: 114275277
4-4: 209842893
4-5: 1280338855
4-6: 9849195012
4-7: 78209627091
4-8: 599465760856
4-9: 4321447379402
4-10: 29000777573628
5-2: 2092910301635
5-3: 686126139
5-4: 78510546
5-5: 109946321
5-6: 281086245
5-7: 873352484
5-8: 2840591914
5-9: 9035774788
5-10: 27183010404
6-2: 255485616868808
6-3: 8015457349
6-4: 83766982
6-5: 25970661
6-6: 20012569
6-7: 24525963
6-8: 37560453
6-9: 63007478
6-10: 108269162
7-2: 27119373006086376
7-3: 101025603523
7-4: 146984573
7-5: 12589475
7-6: 3223805
7-7: 1466421
7-8: 838201
7-9: 622932
7-10: 483265
8-2: 2528085230088685056
8-3: 1202709251506
8-4: 302777046
8-5: 8175653
8-6: 827507
8-7: 116379
9-2: 209581567909108154368
9-3: 13118514226064
9-4: 639989351
9-5: 5614843
9-6: 228032
9-7: 17466
10-2: 15627102907389966286848
10-3: 130394871883286
10-4: 1307208078
10-5: 3762206
10-6: 54208
10-7: 1941
time:268183ms
