data/actor2/actor2.txt 
graph size:n1: 303617 n2:896302, m 3782463
load graph
maxDu:1334 maxDv:1590
H:11
T:8000000
start dp first
dp first 6.97s
maxPlen 11
sumW:23017846 sumW:165038023 sumW:2907684917 sumW:42298147617 sumW:427967346110 sumW:3052917840331 sumW:15764522684138 sumW:60052358823520 sumW:171035747006860 sumW:367186772838788 

2-2: 23017846
2-3: 60886532
2-4: 1056822634
2-5: 28602030181
2-6: 808160611632
2-7: 21823282880955
2-8: 548835089597704
2-9: 12771239228015868
2-10: 274921627934311424
3-2: 159072550
3-3: 109904421
3-4: 944305617
3-5: 13671411233
3-6: 228726867111
3-7: 3962183410580
3-8: 67103951249032
3-9: 1082546793634104
3-10: 16466607417163110
4-2: 4540899185
4-3: 426497479
4-4: 1385330691
4-5: 10072315430
4-6: 90449724973
4-7: 897793647576
4-8: 9156360325229
4-9: 91185337176194
4-10: 861480328414878
5-2: 221470714112
5-3: 2970789951
5-4: 2900046342
5-5: 11078703375
5-6: 57558084907
5-7: 346048988082
5-8: 2273442357494
5-9: 15508576550395
5-10: 105515076064114
6-2: 11225716775894
6-3: 31602191237
6-4: 8582702031
6-5: 15642007995
6-6: 48846193842
6-7: 183359311951
6-8: 767816001351
6-9: 3464196706286
6-10: 16228572501262
7-2: 522600379440196
7-3: 396169270235
7-4: 37361923016
7-5: 28771076197
7-6: 49802185235
7-7: 123088517398
7-8: 339446910130
7-9: 1006194736582
7-10: 3136802184466
8-2: 21932017821202540
8-3: 5031551125057
8-4: 208036996653
8-5: 82217503893
8-6: 59717383382
8-7: 94712304454
8-8: 185023307611
8-9: 383509573263
8-10: 821590420166
9-2: 832735454622020352
9-3: 61100713924934
9-4: 1219226719809
9-5: 358738492046
9-6: 102603107850
9-7: 76590563049
9-8: 111071488842
9-9: 170639922674
9-10: 276510974461
10-2: 28825915009224605696
10-3: 694999691754212
10-4: 6806386091618
10-5: 1813316962997
10-6: 318022543431
10-7: 62143252035
10-8: 68189358143
10-9: 78006417854
10-10: 95297074081
time:130685ms
