data/actor2/actor2.txt 
graph size:n1: 303617 n2:896302, m 3782463
load graph
maxDu:1334 maxDv:1590
H:11
T:300000
start dp first
dp fitsrt 7.00s
maxPlen 11
sumW:23017846 sumW:165038023 sumW:2907684917 sumW:42298147617 sumW:427967346110 sumW:3052917840331 sumW:15764522684138 sumW:60052358823520 sumW:171035747006860 sumW:367186772838788 

2-2: 23017846
2-3: 60887451
2-4: 1055986605
2-5: 28537083159
2-6: 805365740334
2-7: 21734981690115
2-8: 546549287674619
2-9: 12720014426786932
2-10: 273896919488460224
3-2: 158986087
3-3: 109910133
3-4: 944666574
3-5: 13688823767
3-6: 229194335702
3-7: 3970836776108
3-8: 67224254666867
3-9: 1083695062417486
3-10: 16468808842273344
4-2: 4540086797
4-3: 426908016
4-4: 1384793045
4-5: 10061937788
4-6: 90172555977
4-7: 892753149834
4-8: 9086136567422
4-9: 90372232699012
4-10: 853314337316805
5-2: 221539235155
5-3: 2990786421
5-4: 2895134721
5-5: 11056859109
5-6: 57544096021
5-7: 347341485817
5-8: 2293659945607
5-9: 15728570211246
5-10: 107510886458738
6-2: 11231588103394
6-3: 32087837003
6-4: 8549743842
6-5: 15626396795
6-6: 48791483275
6-7: 183322915951
6-8: 766802310183
6-9: 3452487030826
6-10: 16133663867074
7-2: 522941788999471
7-3: 405241900146
7-4: 37114001562
7-5: 28873901600
7-6: 49769786664
7-7: 122569509904
7-8: 337575773152
7-9: 996855352601
7-10: 3091730263151
8-2: 21948368492129692
8-3: 5174139949105
8-4: 205918744200
8-5: 82789663692
8-6: 59674098244
8-7: 93830434852
8-8: 185070456446
8-9: 387148141744
8-10: 836651082299
9-2: 833401742850944768
9-3: 63052103827367
9-4: 1201850857320
9-5: 360798983373
9-6: 102514909713
9-7: 75438810608
9-8: 110302934668
9-9: 175031257929
9-10: 284161195362
10-2: 28849474739766206464
10-3: 718688999855600
10-4: 6679585438751
10-5: 1819390528850
10-6: 317775439594
10-7: 61163791862
10-8: 67350420770
10-9: 80639214120
10-10: 97340429922
time:20678ms
