data/komarix-citeseer/citeseer.txt 
graph size:n1: 105353 n2:181395, m 512267
load graph
maxDu:286 maxDv:385
H:11
T:200000
start dp first
dp fitsrt 0.11s
maxPlen 8
sumW:1005817 sumW:639711 sumW:351026 sumW:174210 sumW:12237 sumW:1735 sumW:81 

2-2: 1005817
2-3: 4333320
2-4: 31493952
2-5: 304577667
2-6: 3286765693
2-7: 35728274885
2-8: 371929617167
2-9: 3619263447023
2-10: 32559565948645
3-2: 333590
3-3: 536341
3-4: 1841723
3-5: 9550900
3-6: 55498149
3-7: 312317811
3-8: 1610951533
3-9: 7483643330
3-10: 31199821787
4-2: 246295
4-3: 171717
4-4: 239190
4-5: 592544
4-6: 1690725
4-7: 4547579
4-8: 10938858
4-9: 23262068
4-10: 43683784
5-2: 342092
5-3: 152518
5-4: 81635
5-5: 84011
5-6: 164076
5-7: 371619
5-8: 758515
5-9: 1325405
5-10: 1972323
6-2: 581529
6-3: 208743
6-4: 62772
6-5: 22689
6-6: 7385
6-7: 1493
6-8: 116
6-9: 1
7-2: 974479
7-3: 296877
7-4: 57453
7-5: 14757
7-6: 4059
7-7: 731
7-8: 39
8-2: 1471060
8-3: 390086
8-4: 48485
8-5: 7829
8-6: 1674
8-7: 274
8-8: 9
9-2: 1920984
9-3: 449781
9-4: 37137
9-5: 3410
9-6: 477
9-7: 72
9-8: 1
10-2: 2130995
10-3: 442384
10-4: 25028
10-5: 1252
10-6: 84
10-7: 12
time:967ms
