data/stackexchange-stackoverflow/stackoverflow.txt 
graph size:n1: 545195 n2:96678, m 1301942
load graph
maxDu:4917 maxDv:6119
H:11
T:800000
start dp first
dp fitsrt 5.29s
maxPlen 11
sumW:18293548 sumW:373010588 sumW:5089254211 sumW:45588572624 sumW:299845643930 sumW:1630444635795 sumW:7614623568240 sumW:29473401463552 sumW:90547576987272 sumW:216529038598555 

2-2: 18293548
2-3: 874605675
2-4: 114908196000
2-5: 18709457811814
2-6: 3039922347366073
2-7: 455320298847247552
2-8: 61496563291482972160
2-9: 7480126833440120111104
2-10: 823685170421545557819392
3-2: 139456708
3-3: 123447538
3-4: 2146281758
3-5: 57828826421
3-6: 1752639250099
3-7: 54026325383442
3-8: 1612354762859321
3-9: 45379554363134288
3-10: 1189395472874473984
4-2: 15213817705
4-3: 114014559
4-4: 209961468
4-5: 1287851325
4-6: 9934096747
4-7: 79051714116
4-8: 606655022814
4-9: 4374554711717
4-10: 29343213208175
5-2: 2093437331433
5-3: 679885319
5-4: 78014435
5-5: 105264584
5-6: 271005465
5-7: 843012320
5-8: 2740295346
5-9: 8720218913
5-10: 26319805230
6-2: 255534718208138
6-3: 7926424957
6-4: 82952656
6-5: 25746130
6-6: 16094753
6-7: 20385869
6-8: 35209498
6-9: 62699239
6-10: 100732729
7-2: 27123677334989020
7-3: 99735725056
7-4: 147844219
7-5: 11787083
7-6: 2573646
8-2: 2528433032877454336
8-3: 1184746966987
8-4: 313864422
8-5: 6958287
8-6: 529440
9-2: 209607254339860561920
9-3: 12887915619651
9-4: 684255119
9-5: 4258619
9-6: 113108
10-2: 15628831444317860003840
10-3: 127707565451788
10-4: 1433564806
10-5: 2520906
10-6: 17834
time:34782ms
