data/stackexchange-stackoverflow/stackoverflow.txt 
graph size:n1: 545195 n2:96678, m 1301942
load graph
maxDu:4917 maxDv:6119
H:11
T:6000000
start dp first
dp first 5.33s
maxPlen 11
sumW:18293548 sumW:373010588 sumW:5089254211 sumW:45588572624 sumW:299845643930 sumW:1630444635795 sumW:7614623568240 sumW:29473401463552 sumW:90547576987272 sumW:216529038598555 

2-2: 18293548
2-3: 874667168
2-4: 114891197193
2-5: 18706432844052
2-6: 3039556517103044
2-7: 455280044172346176
2-8: 61492509739370135552
2-9: 7479763266565026349056
2-10: 823656372728939214274560
3-2: 139361062
3-3: 123256200
3-4: 2145065828
3-5: 57862803967
3-6: 1756170847020
3-7: 54190309654665
3-8: 1617772169771651
3-9: 45519763078089104
3-10: 1192300939401989376
4-2: 15209369623
4-3: 114019699
4-4: 210571238
4-5: 1282528941
4-6: 9861523193
4-7: 78306892468
4-8: 600273690672
4-9: 4327484713198
4-10: 29038954327233
5-2: 2093118179893
5-3: 682745136
5-4: 78817828
5-5: 109546475
5-6: 278990223
5-7: 861446561
5-8: 2778645279
5-9: 8750117624
5-10: 26037053746
6-2: 255510111053549
6-3: 7951194960
6-4: 83333886
6-5: 25347359
6-6: 19607835
6-7: 24910700
6-8: 39423725
6-9: 69475653
6-10: 125247131
7-2: 27121849248536764
7-3: 99953581735
7-4: 145995476
7-5: 11830857
7-6: 3198606
7-7: 1064014
7-8: 543437
7-9: 465802
7-10: 391402
8-2: 2528304586406105088
8-3: 1187712985390
8-4: 301579250
8-5: 7434589
8-6: 680029
9-2: 209598801156334780416
9-3: 12937816933281
9-4: 637804294
9-5: 4976821
9-6: 152873
10-2: 15628315356052087373824
10-3: 128478316323525
10-4: 1298318293
10-5: 3235524
10-6: 30761
time:167642ms
