data/stackexchange-stackoverflow/stackoverflow.txt 
graph size:n1: 545195 n2:96678, m 1301942
load graph
maxDu:4917 maxDv:6119
H:11
T:900000
start dp first
dp fitsrt 5.34s
maxPlen 11
sumW:18293548 sumW:373010588 sumW:5089254211 sumW:45588572624 sumW:299845643930 sumW:1630444635795 sumW:7614623568240 sumW:29473401463552 sumW:90547576987272 sumW:216529038598555 

2-2: 18293548
2-3: 874718772
2-4: 114888148772
2-5: 18705849884962
2-6: 3039509057277358
2-7: 455277574520601280
2-8: 61492411201044242432
2-9: 7479756013028464656384
2-10: 823655312392208374562816
3-2: 139322856
3-3: 123143222
3-4: 2139534317
3-5: 57550461030
3-6: 1739762854248
3-7: 53474497366320
3-8: 1591162256402820
3-9: 44653832874332336
3-10: 1167161843545534208
4-2: 15208615680
4-3: 113706626
4-4: 208725986
4-5: 1275463959
4-6: 9825224719
4-7: 78146166170
4-8: 599889956633
4-9: 4329123971338
4-10: 29066961098202
5-2: 2093094748850
5-3: 678373980
5-4: 77720873
5-5: 113813017
5-6: 293124376
5-7: 915228574
5-8: 3001967958
5-9: 9651593043
5-10: 29391191031
6-2: 255503454752408
6-3: 7899691530
6-4: 81617253
6-5: 26078845
6-6: 18456106
6-7: 19978442
6-8: 26240889
6-9: 39170355
6-10: 62466388
7-2: 27120515873908944
7-3: 99456043427
7-4: 142012691
7-5: 11860730
7-6: 3155336
7-7: 1808756
7-8: 775181
7-9: 193795
7-10: 21533
8-2: 2528125190879424512
8-3: 1184077235724
8-4: 295095340
8-5: 7242925
8-6: 876607
8-7: 516788
9-2: 209580158292967292928
9-3: 12923924027421
9-4: 636258265
9-5: 4700605
9-6: 311773
9-7: 64598
10-2: 15626714632634507460608
10-3: 128589898946495
10-4: 1329992259
10-5: 2976679
10-6: 107508
time:37598ms
