data/actor2/actor2.txt 
graph size:n1: 303617 n2:896302, m 3782463
load graph
maxDu:1334 maxDv:1590
H:11
T:1000000
start dp first
dp fitsrt 7.02s
maxPlen 11
sumW:23017846 sumW:165038023 sumW:2907684917 sumW:42298147617 sumW:427967346110 sumW:3052917840331 sumW:15764522684138 sumW:60052358823520 sumW:171035747006860 sumW:367186772838788 

2-2: 23017846
2-3: 60855937
2-4: 1057756999
2-5: 28660458223
2-6: 810237070014
2-7: 21879706491143
2-8: 550082872535554
2-9: 12794189575829172
2-10: 275273397749230912
3-2: 159013453
3-3: 109950560
3-4: 943810311
3-5: 13643588342
3-6: 227987717542
3-7: 3946780175130
3-8: 66831057393865
3-9: 1078352440887619
3-10: 16410337723747434
4-2: 4538263535
4-3: 426767969
4-4: 1382264675
4-5: 10065370857
4-6: 90516915324
4-7: 899297347237
4-8: 9177332142326
4-9: 91442178720882
4-10: 864351606427220
5-2: 221308892037
5-3: 2973486935
5-4: 2893199075
5-5: 11058249991
5-6: 57496548402
5-7: 345787718519
5-8: 2272449829989
5-9: 15508308403423
5-10: 105559210177160
6-2: 11216934329867
6-3: 31640603917
6-4: 8572540758
6-5: 15588174635
6-6: 48774375680
6-7: 183123915604
6-8: 766816651477
6-9: 3458670100056
6-10: 16200191752884
7-2: 522211581171652
7-3: 396832864901
7-4: 37371375050
7-5: 28660661622
7-6: 49836827130
7-7: 123134362785
7-8: 339607085373
7-9: 1004994998198
7-10: 3124469851981
8-2: 21917940142445216
8-3: 5043788312849
8-4: 208353642379
8-5: 81909968459
8-6: 59767390481
8-7: 94765644011
8-8: 184435176723
8-9: 382358441958
8-10: 823096937737
9-2: 832313019660532992
9-3: 61309736429009
9-4: 1222503600671
9-5: 357287638993
9-6: 102727110110
9-7: 76559113694
9-8: 110878230321
9-9: 166391036094
9-10: 266068067876
10-2: 28815354723967365120
10-3: 698125543938831
10-4: 6832600341665
10-5: 1805026207191
10-6: 318478221322
10-7: 62069416945
10-8: 68167222519
10-9: 78059012578
10-10: 102703409884
time:30958ms
