data/bookcrossing_rating/bookcrossing.txt 
graph size:n1: 77802 n2:185955, m 433652
load graph
maxDu:8524 maxDv:707
H:11
T:10000000
start dp first
dp first 0.43s
maxPlen 11
sumW:1457330 sumW:2251215 sumW:3232371 sumW:3310684 sumW:1517605 sumW:237191 sumW:21572 sumW:1307 sumW:8 sumW:0 

2-2: 1457330
2-3: 22970840
2-4: 1242810855
2-5: 76114101366
2-6: 4301557602468
2-7: 216546876332935
2-8: 9702214942934364
2-9: 389526757614364160
2-10: 14127015658061647872
3-2: 1981852
3-3: 791479
3-4: 2145976
3-5: 15765411
3-6: 127663355
3-7: 959656588
3-8: 6471414676
3-9: 38949961812
3-10: 209903839476
4-2: 14407885
4-3: 2584346
4-4: 547588
4-5: 345426
4-6: 733388
4-7: 1671870
4-8: 3411728
4-9: 6069291
4-10: 9363078
5-2: 143292454
5-3: 20438433
5-4: 2239700
5-5: 125847
5-6: 18809
5-7: 9475
5-8: 5281
5-9: 2659
5-10: 1130
6-2: 1402657250
6-3: 159742565
6-4: 11991754
6-5: 285355
6-6: 4971
6-7: 569
6-8: 106
6-9: 15
6-10: 1
7-2: 12609371659
7-3: 1131365505
7-4: 59048443
7-5: 720585
7-6: 2598
7-7: 41
7-8: 2
8-2: 102414544707
8-3: 7164971220
8-4: 258652977
8-5: 1629173
8-6: 1543
8-7: 2
9-2: 750042555238
9-3: 40588004758
9-4: 1005534073
9-5: 3184395
9-6: 783
10-2: 4966952359417
10-3: 206456599539
10-4: 3480646859
10-5: 5352583
10-6: 300
time:410137ms
