data/stackexchange-stackoverflow/stackoverflow.txt 
graph size:n1: 545195 n2:96678, m 1301942
load graph
maxDu:4917 maxDv:6119
H:10
T:100000
start dp first
dp fitsrt 5.87s
maxPlen 10
sumW:18293548 sumW:285023876 sumW:3077562147 sumW:21292384971 sumW:101417813930 sumW:360298240564 sumW:1044414671521 sumW:2634892637137 sumW:5831867877702 

2-2: 18293548
2-3: 874936363
2-4: 114941081920
2-5: 18719550662455
2-6: 3041786632319128
2-7: 455552496522106688
2-8: 61518752286115307520
2-9: 7481871208078439874560
3-2: 139478590
3-3: 122718245
3-4: 2122829190
3-5: 56892260301
3-6: 1714454494201
3-7: 52556674415355
3-8: 1560633085801196
3-9: 43734763439929408
4-2: 15217469854
4-3: 114204258
4-4: 210069009
4-5: 1287540721
4-6: 9900313891
4-7: 78587069259
4-8: 602224503357
4-9: 4339742389672
5-2: 2094848028208
5-3: 686544244
5-4: 76845082
5-5: 104876470
5-6: 279884807
5-7: 882888212
5-8: 2888497540
5-9: 9269489385
6-2: 255771776243493
6-3: 8085322034
6-4: 80595120
6-5: 23777875
6-6: 20407735
6-7: 18193504
6-8: 15591054
6-9: 12732269
7-2: 27152246330249032
7-3: 102669118506
7-4: 139956745
7-5: 9983151
7-6: 3808883
8-2: 2531228772307911168
8-3: 1228946733629
8-4: 282053383
8-5: 5715836
8-6: 748576
9-2: 209841089977212207104
9-3: 13457447872382
9-4: 574088387
9-5: 3937747
9-6: 122769
time:16665ms
